,text,document_contents
76,"Pop band Busted to 'take a break'

Chart-topping pop band Busted have confirmed that they plan to ""take a break"", following rumours that they were on the verge of splitting.

A statement from the band's record company Universal said frontman Charlie Simpson planned to spend some time working with his other band, Fightstar. However they said that Busted would ""reconvene in due course"". The band have had eight top three hits, including four number ones, since they first hit the charts in 2002. Their singles include What I Go To School For, Year 3000, Crashed The Wedding, You Said No, and Who's David?

The band, which also includes members Matt Jay and James Bourne, made the top ten with their self-titled debut album, as well as the follow-up, A Present For Everyone, in 2003. They won best pop act and best breakthrough act at the 2004 Brit Awards and were nominated for best British group. Most recently they topped the charts with the theme from the live-action film version of Thunderbirds, which was voted Record Of The Year on the ITV1 show. The band have capitalised on a craze for artists playing catchy pop music with rock overtones. The trio are seen as an alternative to more manufactured artists who are not considered credible musicians because they do not write their own songs or play their own instruments. However, recent rumours have suggested that Simpson has been wanting to quit the band to focus on Fightstar. He now plans to take Fightstar on tour.
",2
77,"Talks aim to avert pension strike

Talks aimed at averting a series of national strikes over pensions reforms will take place this weekend.

Five public sector unions will hold private talks with Deputy Prime Minister John Prescott at Labour's spring conference in Gateshead. They want the government to withdraw regulations - due to be introduced in weeks - which would raise the pension age for council workers from 60 to 65. Up to 1.4m workers could take part in a strike already earmarked for 23 March. However, all sides are anxious to avoid a major confrontation in the run up to the general election, said BBC labour affairs correspondent Stephen Cape. In four days, Britain's biggest union Unison will start balloting 800,000 local government workers on strikes. Other public sector unions have pledged to follow. It is just weeks before new regulations are introduced to raise the pension age of local government workers.

The five unions meeting Mr Prescott want the government to withdraw these regulations. This would allow months of tough negotiations to follow, said our correspondent. But a spokesman for Mr Prescott warned that the changes to the local government pension scheme would have to go ahead in April. Privately ministers believe this will be the ""less painful"" option, our correspondent added. The Public and Commercial Services Union (PCS) will co-ordinate any industrial action with up to six other public sector unions. PCS leader Mark Serwotka warned last week that there could be further walkouts unless there was a government rethink. ""For a government that lectures everyone on choice - choice on public service, choice on this and choice on that - isn't it ironic that they're saying to public sector workers there is no choice,"" he said. ""If you want the pension you were promised when you started you must work for an extra five years - that is working until people drop. ""In the 20th century, it's completely unacceptable.""

Unison's 800,000 workers, the Transport and General Workers' Union's 70,000 and Amicus' 20,000 are among those being balloted about a 23 March walkout. Mr Prescott held a private meeting with senior union figures last week. It is understood no deal was offered in that meeting but there was room for further negotiations.
",2
78,"Ask Jeeves joins web log market

Ask Jeeves has bought the Bloglines website to improve the way it handles content from web journals or blogs.

The Bloglines site has become hugely popular as it gives users one place in which to read, search and share all the blogs they are interested in. Ask Jeeves said it was not planning to change Bloglines but would use the 300 million articles it has archived to round out its index of the web. How much Ask Jeeves paid for Bloglines was not revealed.

Bloglines has become popular because it lets users build a list of the blogs they want to follow without having to visit each journal site individually. To do this it makes use of a technology known as Really Simple Syndication (RSS) that many blogs have adopted to let other sites know when new entries are made on their journals. The acquisition follows similar moves by other search sites. Google acquired Pyra Labs, makers of the Blogger software, in 2003. In 2004 MSN introduced its own blog system and Yahoo has tweaked its technology to do a better job of handling blog entries. Jim Lanzone, vice president of search properties at Ask Jeeves in the US, said it did not acquire Bloglines just to get a foothold in the blog publishing world. He said Ask Jeeves was much more interested in helping people find information they were looking for rather than helping them write it.

""The universe of readers is vastly larger than the universe of writers,"" he said. Mr Lanzone said the acquisition would sit well with Ask's My Jeeves service which lets people customise their own web experience and build up a personal collection of useful links. ""Search engines are about discovering information for the first time and RSS is the ideal way to keep track of and monitor those sites,"" he said. It would also help drive information and entries from blogs to the portals that Ask Jeeves operates. There would be no instant sweeping changes to Bloglines, said Mr Lanzone. ""Our intent is to take our time to figure out the right business model not to try to monetise it right away,"" he said. Though Mr Lanzone added that Ask Jeeves would be helping organise the database of 300m blog entries Bloglines holds with its own net indexing technology. ""Being able to search the blogosphere as one corpus of information will be very useful in its own right,"" said Mr Lanzone. Rumours about the acquisition were broken by the Napsterization weblog which said it got the hint from Ask Jeeves insiders.
",2
79,"'Brainwave' cap controls computer

A team of US researchers has shown that controlling devices with the brain is a step closer.

Four people, two of them partly paralysed wheelchair users, successfully moved a computer cursor while wearing a cap with 64 electrodes. Previous research has shown that monkeys can control a computer with electrodes implanted into their brain. The New York team reported their findings in the Proceedings of the National Academy of Sciences. ""The results show that people can learn to use scalp-recorded electroencephalogram rhythms to control rapid and accurate movement of a cursor in two directions,"" said Jonathan Wolpaw and Dennis McFarlane. The research team, from New York State Department of Health and State University of New York in Albany, said the research was another step towards people controlling wheelchairs or other electronic devices by thought.

The four people faced a large video screen wearing a special cap which, meant no surgery or implantation was needed.

Brain activity produces electrical signals that can be read by electrodes. Complex algorithms then translate those signals into instructions to direct the computer. Such brain activity does not require the use of any nerves of muscles, so people with stroke or spinal cord injuries could use the cap effectively. ""The impressive non-invasive multidimensional control achieved in the present study suggests that a non-invasive brain control interface could support clinically useful operation of a robotic arm, a motorised wheelchair or a neuroprosthesis,"" said the researchers. The four volunteers also showed that they could get better at controlling the cursor the more times they tried. Although the two partially-paralysed people performed better overall, the researchers said this could be because their brains were more used to adapting or that they were simply more motivated. It is not the first time researchers have had this sort of success in brain-control experiments. Some teams have used eye motion and other recording techniques. Earlier this year, a team at the MIT Media Labs Europe demonstrated a wireless cap which read brain waves to control a computer character.
",2
80,"Progress on new internet domains

By early 2005 the net could have two new domain names.

The .post and .travel net domains have been given preliminary approval by the net's administrative body. The names are just two of a total of 10 proposed domains that are being considered by the Internet Corporation for Assigned Names and Numbers, Icann. The other proposed names include a domain for pornography, Asia, mobile phones, an anti-spam domain and one for the Catalan language and culture.

The .post domain is backed by the Universal Postal Union that wants to use it as the online marker for every type of postal service and to help co-ordinate the e-commerce efforts of national post offices.

The .travel domain would be used by hotels, travel firms, airlines, tourism offices and would help such organisations distinguish themselves online. It is backed by a New York-based trade group called The Travel Partnership. Icann said its early decision on the two domains was in response to the detailed technical and commercial information the organisations behind the names had submitted. Despite this initial approval, Icann cautioned that there was no guarantee that the domains would actually go into service. At the same time Icann is considering proposals for another eight domains. One that may not win approval is a proposal to set up a .xxx domain for pornographic websites. A similar proposal has been made many times in the past. But Icann has been reluctant to approve it because of the difficulty of making pornographers sign up and use it. In 2000 Icann approved seven other new domains that have had varying degrees of success. Three of the new so-called top level domains were for specific industries or organisations such as .museum and .aero. Others such as .info and .biz were intended to be more generic. In total there are in excess of 200 domain names and the majority of these are for nations. But domains that end in the .com suffix are by far the most numerous.
",2
81,"Tough rules for ringtone sellers

Firms that flout rules on how ringtones and other mobile extras are sold could be cut off from all UK phone networks.

The rules allow offenders to be cut off if they do not let consumers know exactly what they get for their money and how to turn off the services. The first month under the new rules has seen at least ten firms suspended while they clean up the way they work. The rules have been brought in to ensure that the problems plaguing net users do not spread to mobile phones.

In the last couple of years ringtones, wallpapers, screensavers and lots of other extras for phones have become hugely popular. But fierce competition is making it difficult for firms to get their wares in front of consumers, said Jeremy Flynn, head of third party services at Vodafone.

""If you are not on the operator's portal you are going to have quite heavy marketing costs because it's a problem of how people discover your services,"" he said. To combat this many ringtone and other mobile content sellers started using a new tactic to squeeze more cash out of customers. This tactic involved signing people up for a subscription to give them, for instance, several ringtones per week or month instead of the single track they thought they were getting. Mr Flynn said that the move to using subscriptions happened over the space of a few weeks at the end of 2004. Websites such as grumbletext.co.uk started getting reports from customers who were racking up large bills for phone content they did not know they had signed up for. ""What made us uncomfortable was that these services were not being marketed transparently,"" said Mr Flynn. ""People did not know they were being offered a subscription service."" ""We saw potential for substantial consumer harm here,"" he added.

The swift adoption of subscription services led to the creation of a new code of conduct for firms that want to sell content for mobile phones. The drafting of the new rules was led by the Mobile Entertainment Forum and the UK's phone firms. ""Everyone is required to conform to this code of conduct,"" said Andrew Bud, regulatory head of the MEF and executive chairman of messaging firm MBlox.

""It's all about transparency,"" he said. ""Consumers have to be told what they have got themselves into and how to get out of it."" ""The consumer has a right to be protected,"" he said. Christian Harris, partnership manager of mobile content firm Zed, said the new system was essential if consumers were to trust companies that sell ringtones and other downloads. ""The groundrules must be applied across the whole industry and if that's done effectively we will see the cowboys driven out,"" he said. The new rules came in to force on 15 January and the first month under the new regime has seen many firms cautioned for not honouring them. Some have been told to revamp websites so customers know what they get for their money and what they are signing up for, said Mr Flynn. Also, said Mr Flynn, Vodafone has briefly cut off between eight and ten content sellers flouting the rules. ""We have quite draconian contracts with firms,"" he said. ""We do not have to say why. We can just cut them off."" Under the rules consumers must be able to switch off the services by using a universal ""stop"" command sent via text message. He said the system had been designed to limit how much a consumer will pay if they inadvertently signed up for a service. ""The mobile is so personal that people really resent the abuse of what is effectively part of their personality,"" said Mr Flynn.
",2
82,"Troubled Marsh under SEC scrutiny

The US stock market regulator is investigating troubled insurance broker Marsh & McLennan's shareholder transactions, the firm has said.

The Securities and Exchange Commission has asked for information about transactions involving holders of 5% or more of the firm's shares. Marsh has said it is co-operating fully with the SEC investigation. Marsh is also the focus of an inquiry the New York attorney-general into whether insurers rigged the market. Since that inquiry was launched in October, Marsh has replaced its chief executive and held a boardroom shake-out to meet criticism by lessening the number of company executives on the board. Prosecutors allege that Marsh - the world's biggest insurance broker - and other US insurance firms may have fixed bids for corporate cover. This is the issue at the heart of the inquiry by New York's top law officer, Eliot Spitzer, and a separate prosecution of five insurers by the State of California. The SEC's investigation into so-called related party transactions includes dealings in the Trident Funds, managed by MMC Capital, the company's private equity firm. Marsh's new chief executive, Michael Cherkasky, is trying to negotiate a settlement with Mr Spitzer. Mr Spitzer has built up a reputation as a fierce critic and campaigner against corporate America's misdeeds.

The uncertainty unleashed by the scandal has prompted three credit rating agencies - Standard & Poor's, Moody's and Fitch - to downgrade Marsh in recent weeks. According to the Financial Times, insurance analysts are now questioning whether Marsh will be able to maintain its strong record of earning growth as they draw up forecasts for the first quarter of next year. Doubts also exist over how much the company may have to pay regulators and lawyers to put the scandal behind.
",2
83,"Europe backs digital TV lifestyle

How people receive their digital entertainment in the future could change, following the launch of an ambitious European project.

In Nice last week, the European Commission announced its Networked & Electronic Media (NEM) initiative. Its broad scope stretches from the way media is created, through each of the stages of its distribution, to its playback. The Commission wants people to be able to locate the content they desire and have it delivered seamlessly, when on the move, at home or at work, no matter who supplies the devices, network, content, or content protection scheme. More than 120 experts were in Nice to share the vision of interconnected future and hear pledges of support from companies such as Nokia, Intel, Philips, Alcatel, France Telecom, Thomson and Telefonica. It might initially appear to be surprising that companies in direct competition are keen to work together. But again and again, speakers stated they could not see incompatible, stand-alone solutions working. A long-term strategy for the evolution and convergence of technologies and services would be required.

The European Commission is being pragmatic in its approach. They have identified that many groups have defined the forms of digital media in the areas that NEM encompasses. The NEM approach is to take a serious look at what is available and what is in the pipeline, pick out the best, bring them together and identify where the gaps are. Where it finds holes, it will develop standards to fill them. What is significant is that such a large and powerful organisation has stated its desire for digital formats to be open to all and work on any gadget. This is bound to please, if not surprise, many individuals and user organisations who feel that the wishes of the holder of rights to content are normally considered over and above those of the consumer. Many feel that the most difficult and challenging area for the Commission will be to identify a solution for different Digital Rights Management (DRM) schemes. Currently DRM solutions are incompatible, locking certain types of purchased content, making them unplayable on all platforms. With the potential of having a percentage of every media transaction that takes place globally, the prize for being the supplier of the world's dominant DRM scheme is huge. Although entertainment is an obvious first step, it will encompass the remote provisions of healthcare, energy efficiency and control of the smart home. The 10-year plan brings together the work of many currently running research projects that the EC has been funding for a number of years.

Simon Perry is the editor of the Digital Lifestyles website, which covers the impact of technology on media
",2
84,"Economy 'strong' in election year

UK businesses are set to prosper during the next few months - but this could trigger more interest rate rises, according to a report.

Optimism is at its highest since 1997 and business will reap the benefits of a continuing rise in public spending, say researchers at BDO Stoy Hayward. The Bank of England is expected to keep rates on hold this week - but they could go up later in the year. Rates are likely to rise after the anticipated general election in May. The BDO optimism index - a leading indicator of GDP growth two quarters ahead edged up in January to 102.5, from 102.2 in October. The rise is due, in part, to an increase in public spending and increased merger and acquisition activity.

The only thing blighting business optimism this year will be uncertainties associated with the general election, BDO said. Its BDO's output index - which predicts GDP movements a quarter in advance - remained at 100.8 for January, implying GDP growth at 2.9% in the second quarter of 2005. However, the output index is being held back by recent interest rate rises, sterling's strength against the dollar and high oil prices, the group noted. Its inflation index, which has risen continuously over the last 8 months, climbed to 110.0 in January from 108.0 in October last year. ""The UK is looking strong going into the general election, but businesses need to prepare themselves for a jolt ahead as the Bank of England reacts to growth and inflationary pressures,"" said Peter Hemington, partner at BDO Stoy Hayward. ""Growth will probably slow by the end of 2005 and it is likely that we will see higher interest rates or a sharp drop in demand for products and services.""
",2
85,"US peer-to-peer pirates convicted

The first convictions for piracy over peer-to-peer networks have been handed down in the US.

New Yorker William Trowbridge and Texan Michael Chicoine have pleaded guilty to charges that they infringed copyright by illegally sharing music, movies and software. The two men faced charges following raids in August on suspected pirates by the FBI. The pair face jail terms of up to five years and a $250,000 (£130,000) fine.

In a statement the US Department of Justice said the two men operated the central hubs in a piracy community organised across the Direct Connect peer-to-peer network. The piracy group called itself the Underground Network and membership of it demanded that users share between one and 100 gigabytes of files. Direct Connect allows users to set themselves up as central servers that act as co-ordinating spots for sharers. Users would swap files, such as films and music, by exchanging data over the network. During its investigation FBI agents reportedly downloaded 84 movies, 40 software programs, 13 games and 178 ""sound recordings"" from the five hubs that made up the larger piracy group. The raids were organised under the umbrella of Operation Digital Gridlock which was aimed at fighting ""criminal copyright theft on peer-to-peer networks"". In total, six raids were carried out in August. Five were on the homes of suspected copyright thieves and one on a net service firm. The Department of Justice said that both men pleaded guilty to one count of conspiracy to commit felony copyright infringement. They also pleaded guilty to acting for commercial advantage. The two men are due to be sentenced on 29 April.
",2
86,"Holmes starts 2005 with GB events

Kelly Holmes will start 2005 with a series of races in Britain.

Holmes will make her first track appearance on home soil since winning double Olympic gold in January's Norwich Union International in Glasgow. She will also run in the Grand Prix in Birmingham in February and may defend her indoor AAA 800m title in Sheffield earlier that month. ""I am still competitive and still want to win,"" she said. ""I'm an athlete and I can't wait to get back on the track."" She added: ""These events are also a great opportunity to thank the British public for the enormous levels of support they have given me from the moment I stepped off that plane from Greece."" The Glasgow meeting will see Holmes compete over 1500m in a five-way match against Sweden, France, Russia and Italy.
",2
87,"Apple iPod family expands market

Apple has expanded its iPod family with the release of its next generation of the digital music players.

Its latest challenges to the growing digital music gadget market include an iPod mini model which can hold 6GB compared to a previous 4GB. The company, which hopes to keep its dominant place in the digital music market, also said the gold coloured version of the mini would be dropped. A 30GB version has also been added to the iPod Photo family. The latest models have a longer battery life and their prices have been cut by an average of £40. The original iPod took an early lead in the digital music player market thanks to its large storage capacity and simple design.

During 2004 about 25 million portable players were sold, 10 million of which were Apple iPods. But analysts agree that the success is also down to its integration with the iTunes online store, which has given the company a 70% share of the legal download music market. Mike McGuire, a research director at analyst Gartner, told the BBC News website that Apple had done a good job in ""sealing off the market from competition"" so far. ""They have created a very seamless package which I think is the idea of the product - the design, function and the software are very impressive,"" he said. He added that the threat from others was always present, however. ""Creative, other Microsoft-partnered devices, Real, Sony and so on, are ratcheting up the marketing message and advertising,"" he said. Creative was very upbeat about how many of its Creative Zen players it had shipped by the end of last year, he said. Its second-generation models, like the Creative Zen Micro Photo, is due out in the summer. It will have 5GB of memory on board.

Digital music players are now the gadget of choice among young Americans, according to recent research by the Pew Internet and American Life Project. One in 10 US adults - 22 million people - now owns a digital music player of some sort. Sales of legally downloaded songs also rose more than tenfold in 2004, according to the record industry, with 200 million tracks bought online in the US and Europe in 12 months. The IFPI industry body said that the popularity of portable music players was behind the growth. Analysts say that the ease of use and growth of music services available on the net will continue to drive the trend towards portable music players.

People are also starting to use them in novel ways. Some are combining automatic syncing functions many of them have with other net functions to automatically distribute DIY radio shows, called podcasts. But 2005 will also see more competition from mobile phone operators who are keen to offer streaming services on much more powerful and sophisticated handsets. According to Mr McGuire, research suggests that people like the idea of building up huge libraries of music, which they can do with high-capacity storage devices, like iPods and Creative Zens. Mobiles do not yet have this capacity though, and there are issues about the ease of portability of mobile music. Mr McGuire said Apple was ensuring it kept a foot in the mobile music door with its recent deal with Motorola to produce a version of iTunes for Motorola phones.
",2
88,"T-Mobile bets on 'pocket office'

T-Mobile has launched its latest ""pocket office"" third-generation (3G) device which also has built-in wi-fi - high-speed wireless net access.

Unlike other devices where the user has to check which high-speed network is available to transfer data, the device selects the fastest one itself. The MDA IV, released in the summer, is an upgrade to the company's existing smartphone, the 2.5G/wi-fi MDA III. It reflects the push by mobile firms for devices that are like mini laptops. The device has a display that can be swivelled and angled so it can be used like a small computer, or as a conventional clamshell phone. The Microsoft Mobile phone, with two cameras and a Qwerty keyboard, reflects the design of similar all-in-one models released this year, such as Motorola's MPx. ""One in five European workers are already mobile - meaning they spend significant time travelling and out of the office,"" Rene Obermann, T-Mobile's chief executive, told a press conference at the 3GSM trade show in Cannes. He added: ""What they need is their office when they are out of the office."" T-Mobile said it was seeing increasing take up for what it calls ""Office in a Pocket"" devices, with 100,000 MDAs sold in Europe already.

In response to demand, T-Mobile also said it would be adding the latest phone-shaped Blackberry to its mobile range. Reflecting the growing need to be connected outside the office, it announced it would introduce a flat-fee £20 ($38) a month wi-fi tariff for people in the UK using its wi-fi hotspots. It said it would nearly double the number of its hotspots - places where wi-fi access is available - globally from 12,300 to 20,000.

It also announced it was installing high-speed wi-fi on certain train services, such as the UK's London to Brighton service, to provide commuters a fast net connection too. The service, which has been developed with Southern trains, Nomad Digital (who provide the technology), begins with a free trial on 16 trains on the route from early March to the end of April. A full service is set to follow in the summer. Wi-fi access points will be connected to a Wimax wireless network - faster than wi-fi - running alongside the train tracks. Brian McBride, managing director of T-Mobile in the UK, said: ""We see a growing trend for business users needing to access e-mail securely on the move.

""We are able to offer this by maintaining a constant data session for the entire journey."" He said this was something other similar in-train wi-fi services, such as that offered on GNER trains, did not offer yet. Mr Obermann added that the mobile industry in general was still growing, with many more opportunities for more services which would bear fruit for mobile companies in future. Thousands of mobile industry experts are gathered in Cannes, France, for the 3GSM which runs from 14 to 17 February.
",2
89,"Downloads enter US singles chart

Digital music downloads are being included in the main US singles chart for the first time.

Billboard's Hot 100 chart now incorporates data from sales of music downloads, previously only assigned to a separate download chart. Green Day's Boulevard of Broken Dreams is currently number two in Billboard's pop chart, and tops its digital chart. Download sales are due to be incorporated into the UK singles chart later this year.

Digital sales in the US are already used to compile Billboard's Hot Digital Sales chart. They will now be tallied with sales of physical singles and airplay information to make up its new Hot 100 chart. Its second new chart - the Pop 100 - also combines airplay, digital and physical sales but confines its airplay information to US radio stations which play chart music. In addition to Green Day, other artists in the current US digital sales top 10 include Kelly Clarkson, The Game and the Killers.

Sales of legally downloaded songs shot up more than tenfold in 2004, with 200 million track purchased online in the US and Europe in 12 months, the International Federation of the Phonographic Industry (IFPI) reported last month. In the UK sales of song downloads overtook those for physical singles for the first time at the end of last year. The last week of December 2004 saw download sales of 312,000 compared with 282,000 physical singles, according to the British Phonographic Industry. The UK's first official music download chart was launched last September, compiling the most popular tracks downloaded from legal UK sites - including iTunes, OD2, mycokemusic.com and Napster. Westlife's Flying Without Wings - a 1999 track reissued for the occasion - was the first number one of the UK download chart.

A spokesman for the British Phonographic Industry (BPI) said the first combined UK download and sales chart was due to be compiled ""within the first half of this year"". ""Work is going on across the music business right now to make sure the new chart works to plan,"" he said. The BPI spokesman described the UK music download chart, compiled by the Official Charts Company, as having been ""a great success"" since its launch. ""It has provided a focus for the industry and has really driven interest in downloads among music fans,"" he said.
",2
90,"Sir Paul rocks Super Bowl crowds

Sir Paul McCartney wowed fans with a live mini-concert at American football's Super Bowl - and avoided any Janet Jackson-style controversies.

The 62-year-old sang Hey Jude and other Beatles songs in a 12-minute set at half-time during the game in Florida. Last year, Jackson exposed a breast during a dance routine, causing outrage among millions of TV viewers and landing the CBS TV network a fine. Sir Paul, however, did nothing more racy than remove his jacket as he sang. Organisers were widely considered to be playing it safe this year by booking 62-year-old Sir Paul for his second Super Bowl show.

Three years ago, he was invited to perform at the first Super Bowl after the September 11 attacks and performed his specially-written song Freedom. This time, he started off the show, at the Alltel Stadium in Jacksonville, Florida, with the Beatles numbers Drive My Car and Get Back. He then performed a mellow version of Live And Let Die, the James Bond theme he recorded with the band Wings. Finally, he closed the show with a rousing version of Hey Jude. The former Beatle resisted any temptation to refer to Janet Jackson's headline-grabbing performance last year, instead keeping banter between songs to a minimum in order to squeeze as much music as he could into his slot. The singer removed his black jacket halfway through the show - but any fans hoping for a second ""Nipple-gate"" were to be disappointed as he kept his red sweatshirt on underneath.

Earlier, the Black Eyed Peas and Alicia Keys had provided the night's other high-profile entertainment by performing in a pre-game show. Black Eyed Peas singer Fergie was dressed in a tight orange top and purple hotpants, but nothing in her performance was likely to upset TV watchdogs. After the controversy last year - which saw CBS fined a record $550,000 (£292,000) by federal regulators - Super Bowl organisers had turned to producer Don Mischer to oversee this year's half-time show. His previous production credits included Olympic opening and closing ceremonies. The Super Bowl is watched by an audience of 144.4 million in the US, with many of the people watching are said to tune in specifically to see the entertainment put on around the event. Michael Jackson, Aerosmith, Diana Ross, Gloria Estefan and Phil Collins are among the stars who have previously graced the Super Bowl stage.
",2
91,"IBM puts cash behind Linux push

IBM is spending $100m (£52m) over the next three years beefing up its commitment to Linux software.

The cash injection will be used to help its customers use Linux on every type of device from handheld computers and phones right up to powerful servers. IBM said the money will fund a variety of technical, research and marketing initiatives to boost Linux use. IBM said it had taken the step in response to greater customer demand for the open source software.

In 2004 IBM said it had seen double digit growth in the number of customers using Linux to help staff work together more closely. The money will be used to help this push towards greater collaboration and will add Linux-based elements to IBM's Workplace software. Workplace is a suite of programs and tools that allow workers to get at core business applications no matter what device they use to connect to corporate networks. One of the main focuses of the initiative will be to make it easier to use Linux-based desktop computers and mobile devices with Workplace. Even before IBM announced this latest spending boost it was one of the biggest advocates of the open source way of working. In 2001 it put $300m into a three-year Linux program and has produced Linux versions of many of its programs. Linux and the open source software movement are based on the premise that developers should be free to tinker with the core components of software programs. They reason that more open scrutiny of software produces better programs and fuels innovation.
",2
92,"Mobiles rack up 20 years of use

Mobile phones in the UK are celebrating their 20th anniversary this weekend.

Britain's first mobile phone call was made across the Vodafone network on 1 January 1985 by veteran comedian Ernie Wise. In the 20 years since that day, mobile phones have become an integral part of modern life and now almost 90% of Britons own a handset. Mobiles have become so popular that many people use their handset as their only phone and rarely use a landline.

The first ever call over a portable phone was made in 1973 in New York but it took 10 years for the first commercial mobile service to be launched. The UK was not far behind the rest of the world in setting up networks in 1985 that let people make calls while they walked. The first call was made from St Katherine's dock to Vodafone's head office in Newbury which at the time was over a curry house. For the first nine days of 1985 Vodafone was the only firm with a mobile network in the UK. Then on 10 January Cellnet (now O2) launched its service. Mike Caudwell, spokesman for Vodafone, said that when phones were launched they were the size of a briefcase, cost about £2,000 and had a battery life of little more than 20 minutes.

""Despite that they were hugely popular in the mid-80s,"" he said. ""They became a yuppy must-have and a status symbol among young wealthy business folk."" This was also despite the fact that the phones used analogue radio signals to communicate which made them very easy to eavesdrop on. He said it took Vodafone almost nine years to rack up its first million customers but only 18 months to get the second million. ""It's very easy to forget that in 1983 when we put the bid document in we were forecasting that the total market would be two million people,"" he said. ""Cellnet was forecasting half that."" Now Vodafone has 14m customers in the UK alone. Cellnet and Vodafone were the only mobile phone operators in the UK until 1993 when One2One (now T-Mobile) was launched. Orange had its UK launch in 1994. Both newcomers operated digital mobile networks and now all operators use this technology. The analogue spectrum for the old phones has been retired. Called Global System for Mobiles (GSM) this is now the most widely used phone technology on the planet and is used to help more than 1.2 billion people make calls. Mr Caudwell said the advent of digital technology also helped to introduce all those things, such as text messaging and roaming that have made mobiles so popular.
",2
93,"Napster offers rented music to go

Music downloading, for those that have rejected the free peer to peer services, can be a costly business.

The cost of paying even as little as 70p per track can add up, particularly for those people who own one of the new generation of players that can store thousands of songs. Paying per track for music is becoming as outmoded as paying per minute for internet access and alternative monthly or yearly subscription models are springing up as a more convenient, and ultimately cheaper way of owning music.

""Music fans are moving away from buying the traditional bundled package of a dozen or more songs that we used to call an album to newer ways that fit their lifestyle; either single tracks or subscriptions services,"" said Paul Myers, chief executive of Wippit, a UK-based music download service. While iTunes is doing good business with its sales of individual tracks to iPod owners, others are questioning whether the concept of owning music is even valid in the digital age. Napster is due to launch a new rental subscription service - dubbed Napster to Go in the UK in the next few months. The service can be used on players that support Microsoft Windows latest Digital Rights Management technology known as Janus. This includes players made by Samsung, Rio and Creative.

Currently on offer in beta-version in the US, the service costs $15 per month for unlimited downloads. The technology ensures that music downloaded to the player only remains playable while the user subscribes to the service. Users need to update their license on a monthly basis or the tunes will no longer play.

This has outraged some digital music lovers, especially as Napster already offers a cheaper service for downloading music to the PC. Napster claims the higher price is a result of record labels charging more for the to-go service and says it also offers ""greater value"" for customers. Mr Myers is not convinced a rental model will work for consumers. ""We've been offering our unlimited music subscription service for more than three years now and our customers know what they want. Format interoperability, excellent value and the reassurance that music purchased from Wippit is theirs to keep and enjoy on whatever device they choose,"" he said. ""Who wants to download a track that won't play next month if you decide to unsubscribe to the service or change portable player for an iPod or the latest mobile phone?"" Wippit offers a download subscription service for £4.99 per month or £50 per year. It has a catalogue of around 60,000 songs.
",2
94,"De Niro film leads US box office

Film star Robert De Niro has returned to the top of the North American box office with his film Hide and Seek.

The thriller shot straight to the number one spot after taking $22m (£11.7m) at the box office. De Niro recently spent three weeks at the top with comedy Meet The Fockers, which was at number five this week. Oscar hopefuls The Aviator, Million Dollar Baby and Sideways all cashed in on their multiple nominations with stronger ticket sales.

In Hide and Seek, De Niro plays a widower whose daughter has a creepy imaginary friend. Despite lukewarm reviews from critics, the film took more than the expected $18m (£9.5m). ""The element of a real actor in a psychological thriller certainly elevated it,"" said Bruce Snyder, president of domestic distribution at 20th Century Fox. Clint Eastwood's Million Dollar Baby led the Oscar hopefuls with $11.8m (£6.3m), coming in at number three during its first weekend of wide release. The Aviator, a film biography of Howard Hughes that leads the Oscar field with 11 nominations, was at number six for the weekend with $7.5m (£4m). Oscar best-picture nominee Sideways entered the top ten for the first time in its 15th week of release. It came in seventh $6.3 (£3.35m). Last week's top film, Ice Cube's road-trip comedy Are We There Yet?, slipped to second place with $17m (£9m), while Coach Carter fell two places to number four, taking $8m (£4.25m) in its third week. Rounding out the top ten were In Good Company - starring Dennis Quaid and Scarlett Johansson - Racing Stripes and Assault on Precinct 13.
",2
